match_id,team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_home_away,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground_city,ground,ground_country,match_date
ODI # 1151,India,South Africa,267,193,6,10,home,away,India,74,runs,Day and night,South Africa tour of India,Sachin Tendulkar,India,"Wankhede Stadium, Mumbai",India,bat first,,Mumbai,Mumbai,India,14-12-1996
ODI # 1152,Pakistan,Australia,223,211,10,10,away,home,Pakistan,12,runs,Day,Carlton & United Series,Saqlain Mushtaq,Pakistan,Adelaide Oval,Pakistan,bat first,,Adelaide,North Adelaide,Australia,15-12-1996
ODI # 1153,England,Zimbabwe,152,153,10,8,away,home,Zimbabwe,2,wickets,Day,England tour of Zimbabwe,Alistair Campbell,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,field first,37,Bulawayo,Bulawayo,Zimbabwe,15-12-1996
ODI # 1154,Pakistan,West Indies,176,177,10,3,away,away,West Indies,7,wickets,Day,Carlton & United Series,Junior Murray,West Indies,Adelaide Oval,West Indies,field first,83,Adelaide,North Adelaide,Australia,17-12-1996
ODI # 1155,Australia,Pakistan,199,203,10,6,home,away,Pakistan,4,wickets,Day and night,Carlton & United Series,Shane Warne,Australia,Sydney Cricket Ground,Australia,bat first,27,Sydney,Moore Park,Australia,01-01-1997
ODI # 1157,Pakistan,West Indies,197,198,10,4,away,away,West Indies,6,wickets,Day and night,Carlton & United Series,Carl Hooper,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",West Indies,field first,11,Brisbane,Woolloongabba,Australia,03-01-1997
ODI # 1158,Zimbabwe,England,249,118,7,10,home,away,Zimbabwe,131,runs,Day,England tour of Zimbabwe,Eddo Brandes,Zimbabwe,Harare Sports Club,England,field first,,Harare,Harare,Zimbabwe,03-01-1997
ODI # 1159,Australia,West Indies,281,284,4,3,home,away,West Indies,7,wickets,Day and night,Carlton & United Series,Carl Hooper,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,bat first,7,Brisbane,Woolloongabba,Australia,05-01-1997
ODI # 1160,Pakistan,Australia,149,120,10,10,away,home,Pakistan,29,runs,Day,Carlton & United Series,Mohammad Wasim,Pakistan,"Bellerive Oval, Hobart",Pakistan,bat first,,Hobart,Bellerive,Australia,07-01-1997
ODI # 1161,Pakistan,West Indies,257,258,7,5,away,away,West Indies,5,wickets,Day and night,Carlton & United Series,Brian Lara,West Indies,"Western Australia Cricket Association Ground, Perth",West Indies,field first,8,Perth,East Perth,Australia,10-01-1997
ODI # 1162,Australia,West Indies,267,269,7,6,home,away,West Indies,4,wickets,Day,Carlton & United Series,Brian Lara,West Indies,"Western Australia Cricket Association Ground, Perth",Australia,bat first,4,Perth,East Perth,Australia,12-01-1997
ODI # 1163,West Indies,Pakistan,181,183,10,2,away,away,Pakistan,8,wickets,Day and night,Carlton & United Series,Saqlain Mushtaq,Pakistan,Sydney Cricket Ground,Pakistan,field first,64,Sydney,Moore Park,Australia,14-01-1997
ODI # 1164,Pakistan,Australia,181,182,9,7,away,home,Australia,3,wickets,Day and night,Carlton & United Series,Anthony Stuart,Australia,Melbourne Cricket Ground,Pakistan,bat first,3,Melbourne,Jolimont,Australia,16-01-1997
ODI # 1167,South Africa,India,270,231,4,10,home,away,South Africa,39,runs,Day and night,Standard Bank International One-Day Series,Jonty Rhodes,South Africa,"Springbok Park, Bloemfontein",South Africa,bat first,,Bloemfontein,Bloemfontein,South Africa,23-01-1997
ODI # 1168,Zimbabwe,South Africa,211,212,10,5,away,home,South Africa,5,wickets,Day and night,Standard Bank International One-Day Series,Daryll Cullinan,South Africa,Centurion Park,Zimbabwe,bat first,23,Centurion,Centurion,South Africa,25-01-1997
ODI # 1169,Zimbabwe,India,236,236,8,10,away,away,Match tied,,,Day and night,Standard Bank International One-Day Series,Robin Singh,India,"Boland Bank Park, Paarl",Zimbabwe,bat first,,Paarl,Paarl,South Africa,27-01-1997
ODI # 1170,Zimbabwe,South Africa,226,229,6,5,away,home,South Africa,5,wickets,Day and night,Standard Bank International One-Day Series,Dave Houghton,Zimbabwe,"Newlands, Cape Town",Zimbabwe,bat first,18,Cape Town,Cape Town,South Africa,29-01-1997
ODI # 1171,Zimbabwe,South Africa,256,259,8,6,away,home,South Africa,4,wickets,Day and night,Standard Bank International One-Day Series,Hansie Cronje,South Africa,"New Wanderers Stadium, Johannesburg",Zimbabwe,bat first,9,Johannesburg,Johannesburg,South Africa,31-01-1997
ODI # 1172,India,South Africa,179,180,9,4,away,home,South Africa,6,wickets,Day,Standard Bank International One-Day Series,Jacques Kallis,South Africa,"Crusaders Ground, St George's Park, Port Elizabeth",India,bat first,29,Port Elizabeth,Port Elizabeth,South Africa,02-02-1997
ODI # 1173,India,South Africa,232,236,5,4,away,home,South Africa,6,wickets,Day and night,Standard Bank International One-Day Series,Sourav Ganguly,India,"Buffalo Park, East London",India,bat first,4,East London,East London,South Africa,04-02-1997
ODI # 1174,India,Zimbabwe,216,171,10,7,away,away,Zimbabwe,3,wickets,Day and night,Standard Bank International One-Day Series,Craig Evans,Zimbabwe,Centurion Park,India,bat first,2,Centurion,Centurion,South Africa,07-02-1997
ODI # 1175,Zimbabwe,India,240,241,8,4,away,away,India,6,wickets,Day,Standard Bank International One-Day Series,Sachin Tendulkar,India,"Willowmoore Park, Benoni",India,field first,64,Benoni,Benoni,South Africa,09-02-1997
ODI # 1178,India,Zimbabwe,168,139,10,2,away,home,Zimbabwe,8,wickets,Day,India tour of Zimbabwe,Heath Streak,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,field first,73,Bulawayo,Bulawayo,Zimbabwe,15-02-1997
ODI # 1179,New Zealand,England,222,226,6,6,home,away,England,4,wickets,Day and night,England tour of New Zealand,Phil Tufnell,England,"Lancaster Park, Christchurch",New Zealand,bat first,7,Christchurch,Christchurch,New Zealand,20-02-1997
ODI # 1180,New Zealand,England,253,134,8,4,home,away,England,6,wickets,Day,England tour of New Zealand,Nick Knight,England,"Eden Park, Auckland",New Zealand,bat first,39,Auckland,Auckland,New Zealand,23-02-1997
ODI # 1181,New Zealand,England,237,237,10,8,home,away,Match tied,,,Day and night,England tour of New Zealand,Chris Harris,New Zealand,"McLean Park, Napier",New Zealand,bat first,,Napier,Napier,New Zealand,26-02-1997
ODI # 1182,New Zealand,England,153,144,10,10,home,away,New Zealand,9,runs,Day,England tour of New Zealand,Gavin Larsen,New Zealand,"Eden Park, Auckland",England,field first,,Auckland,Auckland,New Zealand,02-03-1997
ODI # 1183,New Zealand,England,228,200,8,10,home,away,New Zealand,28,runs,Day,England tour of New Zealand,Nathan Astle,New Zealand,"Basin Reserve, Wellington",New Zealand,bat first,,Wellington,Wellington,New Zealand,04-03-1997
ODI # 1184,New Zealand,Sri Lanka,201,202,9,4,home,away,Sri Lanka,6,wickets,Day and night,Sri Lanka tour of New Zealand,Sanath Jayasuriya,Sri Lanka,"Lancaster Park, Christchurch",Sri Lanka,field first,85,Christchurch,Christchurch,New Zealand,25-03-1997
ODI # 1185,New Zealand,Sri Lanka,201,132,10,10,home,away,New Zealand,69,runs,Day,Sri Lanka tour of New Zealand,Chris Cairns,New Zealand,"Basin Reserve, Wellington",Sri Lanka,field first,,Wellington,Wellington,New Zealand,27-03-1997
ODI # 1186,Australia,South Africa,223,227,9,4,away,home,South Africa,6,wickets,Day,Australia tour of South Africa,Daryll Cullinan,South Africa,"Buffalo Park, East London",South Africa,field first,18,East London,East London,South Africa,29-03-1997
ODI # 1187,South Africa,Australia,221,222,8,3,home,away,Australia,7,wickets,Day,Australia tour of South Africa,Mark Waugh,Australia,"Crusaders Ground, St George's Park, Port Elizabeth",Australia,field first,30,Port Elizabeth,Port Elizabeth,South Africa,31-03-1997
ODI # 1188,South Africa,Australia,245,199,8,10,home,away,South Africa,46,runs,Day and night,Australia tour of South Africa,Jonty Rhodes,South Africa,"Newlands, Cape Town",Australia,field first,,Cape Town,Cape Town,South Africa,02-04-1997
ODI # 1189,Zimbabwe,Sri Lanka,187,188,9,3,away,away,Sri Lanka,7,wickets,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,field first,26,Sharjah,Sharjah,United Arab Emirates,03-04-1997
ODI # 1190,Sri Lanka,Pakistan,243,224,8,9,away,away,Sri Lanka,19,runs,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,field first,,Sharjah,Sharjah,United Arab Emirates,04-04-1997
ODI # 1191,Australia,South Africa,211,196,9,10,away,home,Australia,15,runs,Day and night,Australia tour of South Africa,Shaun Pollock,South Africa,"Kingsmead, Durban",Australia,bat first,,Durban,Durban,South Africa,05-04-1997
ODI # 1192,Pakistan,Zimbabwe,187,94,10,10,away,away,Pakistan,93,runs,Day,Singer-Akai Cup,Inzamam-ul-Haq,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,,Sharjah,Sharjah,United Arab Emirates,06-04-1997
ODI # 1193,Sri Lanka,Pakistan,251,200,7,10,away,away,Sri Lanka,51,runs,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,,Sharjah,Sharjah,United Arab Emirates,07-04-1997
ODI # 1194,Zimbabwe,Sri Lanka,203,153,10,10,away,away,Zimbabwe,50,runs,Day,Singer-Akai Cup,Guy Whittall,Zimbabwe,Sharjah Cricket Association Stadium,Zimbabwe,bat first,,Sharjah,Sharjah,United Arab Emirates,08-04-1997
ODI # 1195,Australia,South Africa,258,250,7,8,away,home,Australia,8,runs,Day and night,Australia tour of South Africa,Michael Di Venuto,Australia,"New Wanderers Stadium, Johannesburg",Australia,bat first,,Johannesburg,Johannesburg,South Africa,08-04-1997
ODI # 1196,Pakistan,Zimbabwe,151,119,9,10,away,away,Pakistan,32,runs,Day,Singer-Akai Cup,Moin Khan,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,,Sharjah,Sharjah,United Arab Emirates,09-04-1997
ODI # 1197,South Africa,Australia,284,287,7,5,home,away,Australia,5,wickets,Day and night,Australia tour of South Africa,Michael Bevan,Australia,Centurion Park,South Africa,bat first,6,Centurion,Centurion,South Africa,10-04-1997
ODI # 1198,Pakistan,Sri Lanka,214,215,10,6,away,away,Sri Lanka,4,wickets,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,bat first,4,Sharjah,Sharjah,United Arab Emirates,11-04-1997
ODI # 1199,South Africa,Australia,310,201,6,10,home,away,South Africa,109,runs,Day,Australia tour of South Africa,Lance Klusener,South Africa,"Springbok Park, Bloemfontein",Australia,field first,,Bloemfontein,Bloemfontein,South Africa,13-04-1997
ODI # 1200,India,West Indies,179,149,10,2,away,home,West Indies,8,wickets,Day,India tour of West Indies,Shivnarine Chanderpaul,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",India,bat first,31,Port of Spain,Port of Spain,West Indies,26-04-1997
ODI # 1201,West Indies,India,121,116,10,0,home,away,India,10,wickets,Day,India tour of West Indies,Abey Kuruvilla,India,"Queen's Park Oval, Port of Spain, Trinidad",India,field first,101,Port of Spain,Port of Spain,West Indies,27-04-1997
ODI # 1202,West Indies,India,249,231,9,10,home,away,West Indies,18,runs,Day,India tour of West Indies,Stuart Williams,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",India,field first,,Kingstown,Arnos Vale,West Indies,30-04-1997
ODI # 1203,India,West Indies,199,200,7,0,away,home,West Indies,10,wickets,Day,India tour of West Indies,Shivnarine Chanderpaul,West Indies,"Kensington Oval, Bridgetown, Barbados",West Indies,field first,32,Bridgetown,Bridgetown,West Indies,03-05-1997
ODI # 1204,New Zealand,Pakistan,285,263,7,9,away,away,New Zealand,22,runs,Day and night,Pepsi Independence Cup,Nathan Astle,New Zealand,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Pakistan,field first,,Mohali,Mohali,India,09-05-1997
ODI # 1205,Pakistan,Sri Lanka,289,259,6,10,away,away,Pakistan,30,runs,Day and night,Pepsi Independence Cup,Aaqib Javed,Pakistan,"Captain Roop Singh Stadium, Gwalior",Pakistan,bat first,,Gwalior,Gwalior,India,12-05-1997
ODI # 1206,New Zealand,India,220,221,9,2,away,home,India,8,wickets,Day and night,Pepsi Independence Cup,Sachin Tendulkar,India,"M Chinnaswamy Stadium, Bangalore",New Zealand,bat first,45,Bengaluru,Bengaluru,India,14-05-1997
ODI # 1207,India,Sri Lanka,225,229,7,5,home,away,Sri Lanka,5,wickets,Day and night,Pepsi Independence Cup,Sanath Jayasuriya,Sri Lanka,"Wankhede Stadium, Mumbai",India,bat first,55,Mumbai,Mumbai,India,17-05-1997
ODI # 1208,Sri Lanka,New Zealand,214,162,10,10,away,away,Sri Lanka,52,runs,Day and night,Pepsi Independence Cup,Romesh Kaluwitharana,Sri Lanka,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",Sri Lanka,bat first,,Hyderabad (Deccan),Hyderabad,India,20-05-1997
ODI # 1209,Pakistan,India,327,292,5,10,away,home,Pakistan,35,runs,Day and night,Pepsi Independence Cup,Saeed Anwar,Pakistan,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,bat first,,Chennai,Chepauk,India,21-05-1997
ODI # 1210,Australia,England,170,175,8,4,away,home,England,6,wickets,Day,Australia tour of England and Scotland,Adam Hollioake,England,"Headingley, Leeds",England,field first,59,Leeds,Leeds,England,22-05-1997
ODI # 1212,Sri Lanka,Pakistan,339,224,4,10,away,away,Sri Lanka,115,runs,Day and night,Pepsi Independence Cup,Sanath Jayasuriya,Sri Lanka,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Sri Lanka,bat first,,Mohali,Mohali,India,24-05-1997
ODI # 1211,Australia,England,249,253,6,4,away,home,England,6,wickets,Day,Australia tour of England and Scotland,Mike Atherton,England,"Kennington Oval, London",England,field first,10,The Oval,London,England,24-05-1997
ODI # 1213,Australia,England,269,270,10,4,away,home,England,6,wickets,Day,Australia tour of England and Scotland,Darren Gough,England,"Lord's, London",England,field first,6,Lord's,St John's Wood Road,England,25-05-1997
ODI # 1214,Sri Lanka,Pakistan,309,224,10,10,away,away,Sri Lanka,85,runs,Day and night,Pepsi Independence Cup,Aravinda de Silva,Sri Lanka,"Eden Gardens, Calcutta",Sri Lanka,bat first,,Kolkata,Kolkata,India,27-05-1997
ODI # 1215,West Indies,Sri Lanka,283,248,7,8,home,away,West Indies,35,runs,Day,Sri Lanka tour of West Indies,Stuart Williams,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Sri Lanka,field first,,Port of Spain,Port of Spain,West Indies,06-06-1997
ODI # 1216,Sri Lanka,Pakistan,239,224,10,9,home,away,Sri Lanka,15,runs,Day,Pepsi Asia Cup,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",Pakistan,field first,,Colombo (RPS),Khettarama,Sri Lanka,14-07-1997
ODI # 1217,Pakistan,Bangladesh,319,210,5,10,away,away,Pakistan,109,runs,Day,Pepsi Asia Cup,Saeed Anwar,Pakistan,"R Premadasa Stadium, Colombo",Pakistan,bat first,,Colombo (RPS),Khettarama,Sri Lanka,16-07-1997
ODI # 1218,India,Sri Lanka,227,231,6,4,away,home,Sri Lanka,6,wickets,Day,Pepsi Asia Cup,Arjuna Ranatunga,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field first,32,Colombo (RPS),Khettarama,Sri Lanka,18-07-1997
ODI # 1220,Sri Lanka,Bangladesh,296,193,4,8,home,away,Sri Lanka,103,runs,Day,Pepsi Asia Cup,Sanath Jayasuriya,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Bangladesh,field first,,Colombo (SSC),Colombo,Sri Lanka,22-07-1997
ODI # 1221,Bangladesh,India,130,132,8,1,away,away,India,9,wickets,Day,Pepsi Asia Cup,Sourav Ganguly,India,"Sinhalese Sports Club Ground, Colombo",India,field first,168,Colombo (SSC),Colombo,Sri Lanka,24-07-1997
ODI # 1222,India,Sri Lanka,239,240,7,2,away,home,Sri Lanka,8,wickets,Day,Pepsi Asia Cup,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",India,bat first,79,Colombo (RPS),Khettarama,Sri Lanka,26-07-1997
ODI # 1223,Sri Lanka,India,302,300,4,7,home,away,Sri Lanka,2,runs,Day and night,India tour of Sri Lanka,Ajay Jadeja,India,"R Premadasa Stadium, Colombo",India,field first,,Colombo (RPS),Khettarama,Sri Lanka,17-08-1997
ODI # 1224,India,Sri Lanka,238,241,10,3,away,home,Sri Lanka,7,wickets,Day and night,India tour of Sri Lanka,Sanath Jayasuriya,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field first,49,Colombo (RPS),Khettarama,Sri Lanka,20-08-1997
ODI # 1226,Sri Lanka,India,264,255,10,8,home,away,Sri Lanka,9,runs,Day,India tour of Sri Lanka,Aravinda de Silva,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",India,field first,,Colombo (SSC),Colombo,Sri Lanka,24-08-1997
ODI # 1227,India,Pakistan,208,188,10,10,away,away,India,20,runs,Day,Pakistan tour of Canada,Ajay Jadeja,India,"Toronto Cricket, Skating and Curling Club",Pakistan,field first,,Toronto,Toronto,Canada,13-09-1997
ODI # 1228,Pakistan,India,116,117,10,3,away,away,India,7,wickets,Day,Pakistan tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",Pakistan,bat first,92,Toronto,Toronto,Canada,14-09-1997
ODI # 1230,India,Pakistan,182,148,6,10,away,away,India,34,runs,Day,Pakistan tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",Pakistan,field first,,Toronto,Toronto,Canada,18-09-1997
ODI # 1231,Pakistan,India,159,162,6,3,away,away,India,7,wickets,Day,Pakistan tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",India,field first,3,Toronto,Toronto,Canada,20-09-1997
ODI # 1232,India,Pakistan,250,251,5,5,away,away,Pakistan,5,wickets,Day,Pakistan tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",Pakistan,field first,37,Toronto,Toronto,Canada,21-09-1997
ODI # 1233,India,Pakistan,170,171,10,5,away,home,Pakistan,5,wickets,Day,India tour of Pakistan,Aaqib Javed,Pakistan,"Niaz Stadium, Hyderabad, Sind",India,bat first,33,Hyderabad (Sind),Hyderabad,Pakistan,28-09-1997
ODI # 1234,Pakistan,India,265,266,4,6,home,away,India,4,wickets,Day,India tour of Pakistan,Sourav Ganguly,India,"National Stadium, Karachi",Pakistan,bat first,3,Karachi,Karachi,Pakistan,30-09-1997
ODI # 1235,Zimbabwe,New Zealand,233,233,8,9,home,away,Match tied,,,Day,New Zealand tour of Zimbabwe,Chris Harris,New Zealand,"Queens Sports Club, Bulawayo",Zimbabwe,bat first,,Bulawayo,Bulawayo,Zimbabwe,01-10-1997
ODI # 1236,India,Pakistan,216,219,10,1,away,home,Pakistan,9,wickets,Day and night,India tour of Pakistan,Ijaz Ahmed,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field first,136,Lahore,Lahore,Pakistan,02-10-1997
ODI # 1237,New Zealand,Zimbabwe,185,188,7,7,away,home,Zimbabwe,3,wickets,Day,New Zealand tour of Zimbabwe,Paul Strang,Zimbabwe,Harare Sports Club,New Zealand,bat first,10,Harare,Harare,Zimbabwe,04-10-1997
ODI # 1238,New Zealand,Zimbabwe,294,211,7,10,away,home,New Zealand,83,runs,Day,New Zealand tour of Zimbabwe,Chris Cairns,New Zealand,Harare Sports Club,New Zealand,bat first,,Harare,Harare,Zimbabwe,05-10-1997
ODI # 1239,Kenya,Bangladesh,347,197,3,10,home,away,Kenya,150,runs,Day,President's Cup,Kennedy Otieno,Kenya,"Gymkhana Club Ground, Nairobi",Bangladesh,field first,,Nairobi (Gym),Nairobi,Kenya,10-10-1997
ODI # 1240,Zimbabwe,Bangladesh,305,257,4,10,away,away,Zimbabwe,48,runs,Day,President's Cup,Grant Flower,Zimbabwe,"Gymkhana Club Ground, Nairobi",Zimbabwe,bat first,,Nairobi (Gym),Nairobi,Kenya,11-10-1997
ODI # 1241,Kenya,Zimbabwe,249,244,8,4,home,away,Zimbabwe,6,wickets,Day,President's Cup,Guy Whittall,Zimbabwe,"Gymkhana Club Ground, Nairobi",Kenya,bat first,3,Nairobi (Gym),Nairobi,Kenya,12-10-1997
ODI # 1242,Zimbabwe,Bangladesh,284,92,10,10,away,away,Zimbabwe,192,runs,Day,President's Cup,Bryan Strang,Zimbabwe,"Aga Khan Sports Club Ground, Nairobi",Zimbabwe,bat first,,Nairobi (Aga),Nairobi,Kenya,14-10-1997
ODI # 1243,Bangladesh,Kenya,100,102,10,2,away,home,Kenya,8,wickets,Day,President's Cup,Martin Suji,Kenya,"Aga Khan Sports Club Ground, Nairobi",Bangladesh,bat first,174,Nairobi (Aga),Nairobi,Kenya,15-10-1997
ODI # 1244,Kenya,Zimbabwe,207,210,9,3,home,away,Zimbabwe,7,wickets,Day,President's Cup,Andy Flower,Zimbabwe,"Aga Khan Sports Club Ground, Nairobi",Zimbabwe,field first,52,Nairobi (Aga),Nairobi,Kenya,16-10-1997
ODI # 1246,Zimbabwe,Kenya,272,190,6,10,away,home,Zimbabwe,82,runs,Day,President's Cup,Andy Whittall,Zimbabwe,"Gymkhana Club Ground, Nairobi",Zimbabwe,bat first,,Nairobi (Gym),Nairobi,Kenya,19-10-1997
